tokenised_cif,account_number,link_type
f94354e7-6e0c-4dfc-96a9-64484b63cbfb,21-5900-0807941-11,Child
68c39a5d-771b-4426-bc11-8b22760e98f6,70-5804-6746062-24,Owner
efbf4f7f-5a10-486d-8211-d12212747ccf,34-1179-1072477-69,Child
ea89952f-644b-41b6-bf5c-a77b437b7b7a,36-0402-8289645-91,Child
a76f9ffb-94ab-4395-a1a2-f063e1ef19b6,64-8151-1012614-83,Owner
836031f5-7677-40c8-81e0-5f0ee08623dd,30-1113-5172056-04,Child
9e7405b9-78b6-484e-b6bd-018b37c4e42b,74-7822-5731812-52,Child
acf603d7-62be-47af-9023-ba3a6b024d89,01-1190-1354548-57,Owner
5bdc1581-6921-42a4-b242-db55f6da81df,27-2436-2403679-23,Child
b3aa0800-fb80-4e9d-af8e-986a5f45489e,82-3704-6779112-15,Child
8dace67c-48be-42a7-a4e4-aead7a99781b,49-8182-7243268-35,Child
0353c718-d640-47a6-85f8-f041c145762e,36-0402-8289645-91,Child
8ae2c611-ddaa-4d93-b8d0-de7463be8d95,05-3648-5682576-61,Owner
3bbd89f8-9507-4d71-abc2-14bba42569e4,47-5112-8964044-96,Child
798d2613-37af-4fd3-9a6a-8d0a78d1bde2,17-3055-2305002-90,Owner
d6121631-5471-4b2e-9e32-4d6460657cc0,67-1319-0303995-50,Owner
baf1b41e-044e-4d33-b742-e46b670c2c2b,69-4791-9612681-67,Owner
0a184abb-a08a-42d2-b975-f79d5a273b16,42-1332-4877498-86,Child
a12ef5fd-0617-469c-8fef-b59666a2b1ee,53-2291-1892772-62,Child
3416e81a-51bc-4c24-888b-11fe0a7b7826,74-6159-4623278-81,Child
74b9622f-5013-4c76-a217-31562451239f,84-1437-7710750-19,Child
02acc7ee-e3a5-463e-bc07-833b554bfaf3,62-1073-3859528-00,Child
a5bfcf93-0db4-4f80-b1fd-18d699e2dd6b,98-6119-3468844-76,Owner
f05c544e-4fb8-48d4-a633-ce7e6c25142c,66-5320-1535606-82,Owner
5fb68051-ac64-4148-9400-4893caf97663,62-1073-3859528-00,Child
d1ad7f63-3e54-450c-8325-fb9edcff5a3f,68-6894-6363208-27,Child
48a914da-74a7-47bd-b295-e71078b8227b,45-6320-9289269-11,Child
229ebd63-5ac6-4891-9bbd-f1ac8cf6277a,34-1179-1072477-69,Child
3dba86f6-88fb-44a8-9a5e-e6f43e56ad03,33-1545-0623120-12,Owner
eb9753b2-6518-43c9-b5e4-e7c38cbc4e82,20-2906-1726256-37,Owner
c5834f22-07df-45d8-88dc-efe59697ff96,13-5878-4098946-65,Child
83567685-d243-4ca8-a867-6e62d82307a5,84-5271-9694862-40,Owner
cdb23445-2795-4e1f-bbae-92cba0c31017,13-4341-3702536-06,Owner
d6fe9660-b847-48af-8eef-ded9f1bf6515,79-2731-0750016-76,Child
8bec2bd9-ed8e-46b0-8546-06338e5ad00a,76-2729-8110921-30,Child
f39c2196-0149-43d4-8db3-8aac361de256,93-4395-3211416-51,Child
2e8a4238-f004-498f-80c3-51440fae2cbd,87-4469-3730764-66,Child
4f4032e7-ae62-41d3-8a74-ee10082e2df1,07-0995-7756542-74,Owner
9e57ef07-dc93-466c-80ec-67c04c7d5741,14-7949-9002287-85,Child
0ce31c42-5d74-4173-b34a-42700ea5a834,27-6567-6114300-32,Owner
38ce3ac3-5c9e-4d08-b523-ecbb0c3b5c38,32-5899-2967858-72,Child
e790d473-b2d1-4ccb-a850-d1ebe5a45dd3,78-8057-5261359-01,Child
4601efe4-9a14-4251-a9b5-249d3a2ffe7f,24-3764-8390835-12,Child
17dc8bdf-60cf-4245-bf15-b7630ce60606,23-0410-1810186-79,Owner
58c17346-34c6-4919-af37-2ea14c8ef454,13-4611-0271330-21,Child
1cfaac79-1c4c-4da5-a65c-e62a9470688a,47-6144-1221440-39,Owner
98102089-eb32-4451-8e29-450201e95c99,03-7865-0220382-41,Child
c9905341-046b-476c-9f31-fbd4754029e9,13-3869-1300271-67,Child
02f2525b-0f78-4e5c-a7c0-7deeb994464f,05-7511-7961452-46,Child
c0295437-c443-4bb3-a453-e7e724df4e91,25-9338-9489979-79,Owner
14845177-00b1-4be5-80c3-2e934037d67f,94-9439-0996636-73,Child
27fd87af-c711-4e8d-9311-4566322a6baf,42-3140-0320655-09,Child
a82d3a6a-3f98-40ae-abc8-9eb2986221fe,59-9933-6952232-48,Child
feb6c524-4dc0-4e8f-ab50-7e5c23ffddc4,42-1332-4877498-86,Owner
4828667e-bcc5-4bf0-bf4b-343f0e49e95f,69-4791-9612681-67,Owner
c935aefc-3741-4c21-bc32-14fce824b08f,73-2840-8390929-75,Owner
95ee09e5-164e-45cb-88e6-aad2754dc4d5,50-6509-0669489-74,Child
6cbb56b2-5fa3-47b3-a55c-f899697f358f,59-6015-7040490-44,Owner
cb3d9276-10b1-4d9e-aea1-b21e9ce63dfa,79-2731-0750016-76,Child
a5f523c4-469d-46fd-bf06-729b8a2cf931,91-8443-6769090-78,Owner
3c7e1835-3140-4c37-9517-22ce75bcb7aa,44-1325-3443178-07,Child
c221cdde-5974-4982-9236-7189a532a18d,93-6806-1849622-03,Child
28b3c5bf-5db9-45b6-94bb-013eca055478,22-1130-9998722-91,Child
17467b52-c647-4fba-aa23-52b1b6ea1eba,35-8168-6150885-33,Child
4dd1e3bc-8235-414a-8d2d-24dee4fbd78a,72-5891-0781469-82,Owner
523edabf-69ce-430e-96ac-77e92cf0c1af,63-5327-1678960-57,Child
08cd34a8-e709-4b8e-8d76-8e24aee21ea6,96-8266-3823587-76,Child
f883d1ca-eabc-429b-b270-6c44f118fe74,42-2000-1724717-00,Child
cec8e59f-2e14-4c21-a190-1a42328daea1,17-8668-0678312-41,Child
0087b952-b817-4a9c-8794-4214c78f801b,70-6653-8191391-22,Owner
4751c33a-a92d-4405-85e8-7a4fcfff28c1,17-3055-2305002-90,Child
5ffddd7c-6347-4215-9a23-d09654357790,31-1541-9838365-66,Owner
bc499293-435a-4965-bb31-d9af4ef84c52,43-2758-3297974-54,Owner
af5f829b-092b-48d0-8e2a-dea666753970,71-2552-8744480-63,Owner
057cf4a7-c86d-468d-8ba8-b1e8ac34e46e,37-5226-1123458-34,Child
8923f3f4-b5a1-4216-8fbf-6a53318448a7,00-1671-1412744-64,Child
cbf0bd9f-e19a-4057-98b6-c2fc3ad93f50,13-3869-1300271-67,Owner
33fdbba0-2599-4e6c-b66a-68cb3bceb245,81-9569-9449578-55,Owner
803e633c-020e-439a-9f46-92f133d1d2a9,94-8121-8549021-82,Owner
30e3c857-1364-47c7-abe2-7a56b9cfb2ff,13-4341-3702536-06,Owner
578f89ca-2a38-406c-acd6-c67348913f16,59-6015-7040490-44,Child
bbfcb6a0-39ea-4728-917f-14eb77d65f1f,27-2436-2403679-23,Owner
b2f4706e-9eaf-4363-a4fa-958ed22d4137,53-4613-5628718-91,Child
b52d24dc-8d6f-42bd-8223-ae5d812cd879,05-7511-7961452-46,Child
a4ab9636-54d1-4535-bb47-e0c1cf877c44,88-8373-5670142-39,Owner
d0cddcf5-f83f-482d-84b9-b663d475f37d,44-1325-3443178-07,Child
a0144857-b347-41f6-9aed-7dfa6f3bc33c,87-2560-2587259-47,Owner
e1f7d918-dcb8-4165-80c5-628032fd33cb,18-4889-6033403-71,Owner
d20f84ad-963f-4a68-a929-f46d2629398e,66-6517-9594909-03,Child
a99a206c-e51a-492f-ac1c-1ba71b427457,30-5782-1074972-22,Owner
b729bfc2-dd02-4744-a7da-3976070c5839,19-1507-4894059-64,Owner
7a98b364-c2bb-4f4a-8130-f13043c73d38,75-6074-2411634-75,Child
92708c65-6e5a-441c-ad7d-60340b716e3f,81-9569-9449578-55,Child
59ca761d-b7e3-4b96-ae66-bc7d3d1b6927,99-3315-9430125-73,Owner
eff78482-6cf9-4c78-9e0a-40ab4676467a,53-4613-5628718-91,Owner
ed33cde1-8706-471a-b3d3-77d9b81bc07d,99-3315-9430125-73,Owner
df3534e4-379b-4d85-bb8d-aa7737897d6f,47-6144-1221440-39,Child
40aadc43-83b7-4cf9-9762-46a673c9cbf8,23-7652-3761011-83,Owner
e280ad69-0f3b-499c-baa5-1b554956f3d4,80-8508-3866692-38,Child
95841461-38a4-4fd7-b775-caf03f38ec44,95-4478-1438510-24,Child
76358e11-2f46-4c77-886f-a9be253472e9,91-8443-6769090-78,Child
83ae36a8-4975-4eed-8c75-372cc64bc1e5,59-8579-2520532-81,Owner
4d5cca5b-8b49-451d-9fa5-1de29c140dd8,90-4987-2047521-92,Owner
6675fe41-58c9-45dc-baab-56f696d89767,73-2840-8390929-75,Owner
0343927c-cb8c-466a-ac82-5a437c7a029e,30-7359-8217797-87,Owner
917e2954-e196-414c-8ca0-050eadc1a87a,04-2000-4833601-41,Owner
ee5d0c6f-6e6d-4435-9865-95618ecf05a7,52-8909-0142888-23,Child
eac5924a-7c9a-4047-9465-c41636a58221,43-3929-6876548-46,Child
f5eea965-9bff-4fe7-bf1e-d03df9178ea2,71-6900-8245805-50,Owner
0d57c247-11a5-48a9-9270-f2cc2af2bcd6,15-7468-9194453-54,Owner
4056be5e-4dfe-4b69-bbc9-75b8b7c0de63,14-7949-9002287-85,Owner
a0058b18-99ae-4b66-82f0-7c956513c937,32-6923-4340823-93,Owner
1b66ad5f-eef3-4771-898c-41b655415dc9,49-8182-7243268-35,Child
ac806c84-7adc-4d8e-bc78-21ad7bda548c,97-3596-3014823-53,Child
4fbec9c4-caa4-441e-aa5c-8642b7c15f08,37-3377-8228540-48,Child
ac07530b-b30d-4af4-9fce-5492c36e8e12,82-3704-6779112-15,Owner
467b42d7-f850-4794-8379-772ebb40a6bf,13-4611-0271330-21,Owner
294ec42e-297f-426b-b6c8-e03e813b8451,75-3803-9896926-35,Owner
3c25717e-4819-46bc-a24a-5afd2830df78,22-1293-1098325-47,Child
38194f2f-972b-44fa-a01f-f088e07b3242,11-7272-0958318-26,Child
cbf39d0c-c86c-44d6-94bd-d46e22dc475e,48-8257-8512654-20,Owner
5f477b1d-3f8e-45a7-9275-532367a0b41a,86-5800-1310265-34,Owner
6f953269-9935-43b9-8c93-6fd1efa47c81,55-0746-9552938-26,Child
f56726b6-6501-47e3-836c-33b5c9760b5a,07-9476-0198185-79,Owner
6ec9978d-d8b2-413e-8b0a-8769c515205f,31-1541-9838365-66,Owner
aa4c8779-1041-4fbf-a455-eddffde09520,28-1846-0360219-00,Owner
395d9114-ce61-4f84-9a71-bf667c5a7c28,43-2758-3297974-54,Child
a4e4ee20-f356-484c-a269-d0e3b3b63a0f,50-3200-9722129-93,Owner
587af700-6dd1-4009-8d5b-25c12863c470,24-2448-0771214-48,Owner
2be29394-8880-41d5-9590-67ce7a6a802e,12-1442-4361551-73,Child
5d45c5c4-68fe-45c7-90af-11393bc1fc1f,07-2900-9494689-46,Child
97d5da78-df4c-4b03-958f-a7e8ddd15bab,91-5681-4862118-87,Owner
a70dfc92-ab84-40e1-bc48-956961b6a806,03-7865-0220382-41,Owner
4508ccc2-5707-404f-9a52-e2f1b0c443eb,77-1288-9393042-54,Owner
840749de-8e6b-43ee-b611-56b4d431206e,23-0410-1810186-79,Child
47f51b52-8051-4260-b224-dc961b9729a2,42-2000-1724717-00,Child
5b8b0e7d-88f1-445f-ab37-ddde3f39562c,15-1326-8659112-86,Child
1ca259c4-766e-4730-a154-97933ac81087,77-9415-8721436-75,Owner
a2eebae6-dba9-4c6a-95c0-194289498f36,50-4239-8994038-48,Child
960185bf-efe0-4009-8632-6fdb97447510,99-3315-9430125-73,Child
c8225094-f602-408a-bf91-bbef16f2a236,03-2414-6468249-69,Owner
a1c97365-79f7-4003-b1ed-5662b0654e68,13-5878-4098946-65,Child
dab3829f-0284-4bd9-9ab4-f55d150bb6ed,46-9416-1685142-31,Child
ab2caf6d-d788-4b19-a730-818fa0a76de3,39-8989-8690154-75,Child
c8a5ff3f-c48e-4d85-bad7-8a0b93d8dcdc,73-2840-8390929-75,Owner
aeef9b1b-cc13-4b08-9c81-74b95d29ba0e,04-2000-4833601-41,Owner
39afa9bf-b4bc-4ccd-81c3-adb251ba3ba4,24-2448-0771214-48,Child
2c770b62-1be8-42a4-bd5c-bd73a6d38bfb,06-6749-4540882-05,Owner
6e8ce98c-5462-4c27-b5ac-eb1f36663e1c,71-7445-1467261-95,Child
539f7c5d-af66-451a-a90b-ecd242d1859b,39-8989-8690154-75,Owner
02100562-4078-4f03-81c8-66691a7f39a9,12-8087-8789909-25,Child
44de61f8-9050-4715-a311-3aa66ff2e221,77-9641-4401846-05,Owner
613168d9-ca6e-4b7a-b717-7cc986e6c3e0,30-5782-1074972-22,Child
b94c9bd9-225c-41fd-a8a7-a94a5d575cc9,80-8727-0138346-88,Owner
c50207b9-bcda-4079-8f5e-513c8653b610,00-9553-8543112-43,Child
6988dca7-9ec7-4a4f-91b9-7574eb3fa53b,86-9020-9247355-73,Owner
399ada85-700a-4582-956b-cf7dce593dad,17-3055-2305002-90,Child
f8e3417c-1a21-45ab-af9a-3edbe52cee91,43-3929-6876548-46,Child
a4e117c1-e9ad-40e0-bf60-fb83b355d4f8,01-1190-1354548-57,Owner
57fcd7d3-f364-483b-8703-72eff28e0c21,95-4478-1438510-24,Owner
4f96cb59-a585-4370-8185-8f9f47511dac,93-6806-1849622-03,Owner
f3a6c940-1043-47aa-8b32-0c510f782e7d,93-4395-3211416-51,Child
6c989655-899c-421c-a02d-9aa454dbe304,21-8980-6411860-57,Child
fc5ace38-85c7-4038-9b12-3a9aaa234629,46-4347-1710126-60,Child
c7411e08-f113-46ec-a5f7-14c102bfebe9,52-8909-0142888-23,Child
44fdf383-0efc-43f8-9687-690d0c908739,68-0300-8905961-69,Owner
e415b48b-72d7-4f4d-8697-8a42ecab0ed6,85-0575-5994689-20,Child
584c0ab3-b9a8-4876-abb5-600483634686,28-1846-0360219-00,Child
90d45e43-2170-43ef-9b9a-36f6730a2a42,12-6965-4174994-38,Owner
3db35c61-a43c-4bf4-a659-c4b77ca889c9,20-2906-1726256-37,Child
95437e72-f54b-4843-845c-d508c7ac0202,00-1671-1412744-64,Child
f9098d76-d0a7-46e6-ae91-9b99f9eafd99,32-6923-4340823-93,Owner
8a4ee073-d1f2-4bb7-91bc-d91c08684908,91-5983-1984682-99,Owner
e78c6063-6002-49be-9a00-ac2167dc55e4,72-8408-3393430-74,Owner
15a9c235-071a-455e-9ae2-deffc4e8943d,77-2483-1250710-55,Child
32700a78-3fa5-42c9-aac3-bb775be05065,31-2665-2056745-86,Child
2776d139-7dd5-4b36-98b9-51a8baa644bc,83-6422-5144155-22,Owner
47ae40aa-df07-4da7-869b-e30092e979f8,37-3377-8228540-48,Owner
41cf2a11-f087-4ed8-b001-f2e9da619590,28-1846-0360219-00,Owner
8a2de0d1-4a08-4b7c-996a-a1f572ec8af6,12-8087-8789909-25,Child
58a23f94-1ce4-4310-9b86-b7b2cb1bdeb4,66-5320-1535606-82,Child
59198dea-2168-4fee-a655-5f51b8d1c903,74-2366-8920032-89,Owner
26c03201-58ae-4eed-8005-ed346d5c2082,77-6542-4685865-63,Child
84cbd5a6-3e8f-4492-a707-d7a41e6b6301,49-8182-7243268-35,Owner
235cace2-9f3f-46ce-a2ed-9a186703deb3,29-8141-0840349-05,Owner
06eacda4-5eef-47c3-b600-37c0f2bd7044,59-2780-8299367-94,Child
df4dd73e-4cc2-45ae-b7d5-09355096c815,87-6875-3705176-73,Child
4954aae0-bd40-4eba-b7a1-f013b2b15add,32-5899-2967858-72,Child
3d686512-d4b1-4375-8f64-674cf3204b41,79-2731-0750016-76,Child
ac74c757-70dd-485b-98c4-121363dfc6d7,46-9416-1685142-31,Child
fe45f274-b0fd-4081-adf1-8deec2f93557,12-0366-5464801-09,Child
8734f311-cf41-4e1d-b5c9-4410c1074499,59-1529-4487421-79,Owner
542f0d50-3db1-42a6-8c24-aa3ee66b4b6e,90-5288-2472163-91,Child
6ccad9c8-24cc-486d-87f3-269009f72662,42-3140-0320655-09,Child
2959aff2-2d12-402e-bb47-c61169a30697,64-3656-5389111-76,Owner
72ca96b1-36af-4c50-9ebc-8475d524fe20,43-2758-3297974-54,Owner
94c8bb4c-be9d-41de-9027-f763ac847154,17-8668-0678312-41,Child
ab990285-8a8b-402a-8a26-6f065586cf77,30-5782-1074972-22,Owner
613d342a-a40a-4cb4-a903-dff01f0ab661,12-0366-5464801-09,Owner
07cd3f71-d7e7-4e36-9099-339c4206f903,74-7822-5731812-52,Owner
d579c20a-6594-42a4-bb91-1b6d11571696,76-2729-8110921-30,Child
32cad482-97f9-4d7f-8f16-c35f02432ad6,82-4138-3413029-78,Owner
52aa33de-5438-4ce7-9a68-d18ec9fd4407,50-3200-9722129-93,Owner
53ab9895-69ec-43d6-8f22-dfbe7d98cc16,45-1058-1908051-61,Owner
8eb20787-4862-4131-9a82-ea58ff1703b1,45-3743-1356251-00,Owner
3fcfe7a1-5a6b-4138-a01f-07fb7f30f49a,22-1130-9998722-91,Child
1b405dd9-8aba-4677-b5ed-4e8083455c0a,22-1293-1098325-47,Owner
d470dd41-27b4-4b37-9c72-9bef2745531d,42-2000-1724717-00,Owner
0450411c-cced-431a-ac7b-899ed9b3399c,17-3055-2305002-90,Child
95c86bde-415d-403c-b21c-7fd53d8c13e5,03-7865-0220382-41,Child
622dc25f-e5f1-455c-b277-ed18f6cdeff8,67-1319-0303995-50,Child
2e196166-92db-46c4-95fd-2a8f338b4394,43-2758-3297974-54,Owner
84b5dcc0-8516-49f7-9981-582dc47c51fd,31-2455-0154372-36,Owner
70338c4a-9623-42f3-8e65-1e6ca6bead6f,12-0366-5464801-09,Owner
badc14bf-f8be-4910-af24-c646fff0cefb,84-0582-2027183-68,Owner
fff89365-f6a1-4282-9e13-bc37afc81cec,35-8168-6150885-33,Child
6fe4e92a-6202-4df8-8a6f-03febd9980d7,47-2519-3000094-66,Child
98ce03f7-ec75-426f-88b1-c9033c0dcd86,15-1326-8659112-86,Owner
51c0d927-5dc6-4358-887e-e739f7407afc,88-3466-1099151-36,Owner
be0d4b14-f40a-4425-9c4a-e61ae33a36c6,50-5253-8271786-64,Child
67f4f307-7978-4d99-b2c8-b3af42da1343,32-5899-2967858-72,Owner
9ba07e4b-43ff-4174-900d-3d21bd180758,12-6965-4174994-38,Owner
84e0b3d5-2078-47bb-a2ec-18d8c1ac8fd8,11-7990-8108821-60,Child
261a2454-c9ce-4424-9ff6-e5efa623cee5,42-2486-0229127-17,Owner
e6a6b5a5-4b79-4cc9-be1a-0b55e345ed27,12-9765-1130251-52,Child
5c52ee71-1656-46cc-8f5c-039d927acf87,28-6768-4654511-14,Child
00c82c04-b3e5-4a1a-9899-8e6afec3036b,36-5600-1816007-36,Owner
39cde89c-7d82-48a4-87e7-4fca0e8138c4,87-2560-2587259-47,Owner
c27329c3-f32d-4ad0-9e61-c0340a0846bb,37-5226-1123458-34,Owner
8c29d6ef-c857-43e9-9854-20ba809410ab,42-3140-0320655-09,Owner
cee127c2-bbff-427e-8110-e3fc3b30a7e1,98-6119-3468844-76,Owner
5bc07f82-e8c9-490a-944d-4539bc8e6295,61-3449-2390404-47,Owner
ad989516-1d9e-4ac4-bc0b-1b99f9166f9e,35-5313-8938795-03,Owner
a70c073d-8c66-4ad4-949c-f8f7f63963a7,80-9086-8530604-35,Child
d6852445-6462-42b1-920f-878b104a9a12,30-1113-5172056-04,Owner
115e3b2b-1a59-4e8b-871a-c43b3965f3f0,94-8121-8549021-82,Owner
c295df7d-b02f-4f16-b813-8b61b79a686d,50-5686-4593809-77,Owner
e8941c6e-dce4-4827-8449-560cd8383bdf,00-1671-1412744-64,Owner
974c61ff-50f2-4cab-bb23-b0e489ceeda3,59-2780-8299367-94,Owner
8fb0e90d-ea0e-455a-8a19-6a214b8754cf,07-0995-7756542-74,Owner
f7258d2b-a32e-4874-900e-060776a110e6,76-3492-6558630-14,Owner
216836c6-d0a3-4c27-babf-1159265bd0de,73-0705-7515897-68,Owner
342cf347-1996-4f0c-9663-2e3dd93f8aba,44-1616-5756618-05,Owner
f3eccadf-ee58-4603-b6c4-3d7ee7875bd2,54-6593-9083033-79,Child
50b71123-dba6-4ee6-8978-cc2e9f477129,91-5983-1984682-99,Child
7f3db6d2-37d2-4ccb-b1ba-caff52485ed1,79-2731-0750016-76,Owner
5576473f-93a6-4328-9f7b-5a636f5d5b3f,36-7905-7008159-75,Child
33bb8b7e-e44c-4243-976f-949360a9b22d,86-5452-4044824-89,Child
2ede5bc2-141e-45b3-a3fc-137d17cc7ef0,81-8719-3506851-35,Child
6914c027-224c-4f30-a3ec-9751cc843a40,79-2930-8470304-36,Child
1dd05278-3b05-44e2-bf80-e4310125660f,30-1113-5172056-04,Owner
743d6e3e-2e27-4466-958f-2038a6870a13,21-5900-0807941-11,Owner
c7106024-99f5-4cdd-9f1d-6b487c437509,42-4016-3020425-83,Owner
6ac4a5bd-8d9f-454e-a872-4c7d5f96aae6,04-7386-2581841-98,Child
bf12073a-f4b5-4b36-8b06-3b0d1f8d554f,12-9765-1130251-52,Child
c69be038-a71f-49fa-8898-4a16796e25ad,38-4787-6933649-69,Child
727afe03-ba8e-4cdc-8f37-abf7b0687f22,04-4889-4778975-35,Child
6db9eb41-faf5-459c-8ebd-4d77392c4a78,18-6932-7307215-32,Owner
da77c034-832e-4f70-a916-c9ac4c57f243,12-6965-4174994-38,Owner
c01907c5-1b6b-4c4b-bb84-5fa5bcd7c03f,59-9933-6952232-48,Owner
896dd86b-ca75-4b85-86a5-09079bbc9c77,30-7359-8217797-87,Child
dc28b007-9406-4ac4-ab15-82147642d557,78-8444-8470446-30,Owner
88c62b86-b463-4133-b64a-c1ba7e164858,74-7822-5731812-52,Owner
475331cb-2b24-4b87-b0bc-e26aebeca6a3,80-7793-3512601-78,Owner
88392fd1-a09d-48ac-b075-b456fea80f52,11-7990-8108821-60,Child
4b5a3d08-8912-49ce-b4f8-1cec7d5ab796,32-5899-2967858-72,Child
fcc9bd4b-dec9-4bec-9fb0-682d92509ae4,95-4478-1438510-24,Owner
97e054af-1df8-4c7a-be1b-4aa98f403d4e,45-3743-1356251-00,Owner
1b522406-e358-4a1f-9298-4a986ab72b49,46-1745-9472407-48,Owner
f8d25062-cb7f-4429-b853-38f40af68fad,97-3596-3014823-53,Child
5262c0dd-a39e-4a8c-87b1-19c0379a1e09,44-6685-2989410-13,Child
297fa2a5-f955-403d-a30b-a948f615f03d,44-1616-5756618-05,Child
218b4f21-3df7-451d-98e6-18038b33a3b7,93-6806-1849622-03,Child
b6b45f2c-8b42-40bb-912b-4d83748e5969,82-4138-3413029-78,Owner
2e3018da-1898-4883-876d-0c33350b36e1,07-4233-1229362-43,Child
dd2bdb27-374a-42f8-8940-a15634516524,68-0300-8905961-69,Owner
55c7694e-e743-4342-be9f-0300e6fbfb01,91-0151-6971408-55,Child
3ed4a731-b6a2-4d2c-b8c9-6e8bbe1887f4,00-0807-0314761-97,Owner
d8557418-25fb-453a-99c6-73b2449b83d6,72-2000-5423197-21,Child
7fc7bf71-3dcf-4876-93b7-2ebe21b71e1f,77-6542-4685865-63,Child
58bb08bf-dbb7-48d0-b7f8-7cf9293bc49a,60-2995-4359176-21,Owner
52776a89-209c-438a-8409-13454a7cb439,76-2729-8110921-30,Child
b392bb00-f52f-4d08-9925-f270dc7af596,75-3803-9896926-35,Child
8db87e44-c433-4372-a597-4f262e58989a,88-0889-4372123-16,Child
8b54f77d-5077-48d4-9541-b0b06732a78c,18-4889-6033403-71,Owner
3cc0ac2e-d458-45de-851f-b4a6b474f2bf,26-5210-3340590-14,Owner
d75b1696-e4e4-4296-b386-9b8d99acbc32,87-6875-3705176-73,Child
c0cbf6b4-e4bf-49c3-853f-bb4e0a5c38ee,27-5014-7320426-42,Owner
e132c8b3-fb00-4ead-b2f4-9f61c3ef87d5,81-7651-5756981-11,Owner
6f04cb7d-df9b-4e90-9253-6990fcb6458f,47-2519-3000094-66,Owner
9bff6284-5632-42a1-bd7a-e64436c75dc8,77-1288-9393042-54,Owner
7a87d290-a53d-49b0-877c-1838b98861fb,80-9086-8530604-35,Child
114505cf-a3ef-4cfe-be9a-cb6505968458,59-1529-4487421-79,Owner
4346be8f-24c5-4156-8294-e080c820e927,79-6058-5002023-40,Owner
4d34bd40-f40d-4c3f-9bea-5af2975dbd98,45-5029-4063074-55,Child
e7b424ae-8ff0-467b-96f3-4bf0624ec24c,18-4889-6033403-71,Owner
3b548c82-cfa9-4606-9ffe-8bd3512cb51c,42-2000-1724717-00,Owner
3c82607e-9fe0-4b1c-855f-7599662ba7f7,23-7652-3761011-83,Owner
16a55fff-5b43-45a6-8afe-77d0c9020e5a,72-2000-5423197-21,Child
7263fee6-105b-4c53-a091-212c2bada964,45-1058-1908051-61,Owner
dfc31a5d-8d40-4abb-ba4e-ba42fa96b9b5,35-5313-8938795-03,Child
ce8ea0ac-51a5-4bd2-88d7-b26ac7a2d4a4,73-3618-4817562-26,Child
b2891171-0b4f-4380-9e7b-6b528f69de39,43-9313-8580825-14,Child
df66c8c3-2b68-4eaa-bfe0-429cbd047845,91-3449-7212046-97,Owner
786130a6-ed31-48de-881a-8a2d379dd24b,87-4469-3730764-66,Child
14bf4d0b-8af9-4341-95a0-d6c8b3cd81d5,71-2552-8744480-63,Child
dc4bec91-d194-4a91-a263-95dc757661f3,16-5972-5563642-24,Child
bd550e15-57b5-40e0-b9dc-a065eee68dee,27-2436-2403679-23,Child
edb4860e-2e03-4f43-8130-0327746eb7fe,93-6235-8274419-75,Owner
81190ef4-de5c-4e4e-a893-667a0c08a20e,88-8373-5670142-39,Child
246ee4ea-0748-4059-83d2-a99666175284,07-2900-9494689-46,Owner
3d25ede0-3c84-4f48-87b6-d29f03be8b53,91-5983-1984682-99,Owner
42d0d85d-3330-4dde-8df1-104b981c9ba3,38-4787-6933649-69,Owner
bd3b59bf-1238-4879-9916-c4802009a1a8,62-6237-3609956-47,Child
a0b32663-a78e-4ee3-a119-62f1da4d6187,80-7793-3512601-78,Child
a584a676-25cf-43a9-9007-e7fa0c5c973c,38-1838-1486759-43,Child
a7b1331b-2716-405c-ae46-bcfdb98d1206,42-3140-0320655-09,Owner
f3aeb38a-e915-4c2b-856f-342eaf9349d8,44-8545-8132661-33,Owner
a7bb0473-a4c2-4d0e-b8f1-3bc8b02684f8,27-2436-2403679-23,Child
08d2d145-d4e5-4d29-b37e-c86b7328527a,13-4341-3702536-06,Owner
503353ff-a13c-404a-824b-66315bd86f83,84-1437-7710750-19,Child
291996d4-26cf-414a-bfed-4e16f8b1585e,35-0639-2361536-22,Owner
5db957b6-d84c-4313-ba5f-f9c3bf471dcb,19-1161-2561274-17,Owner
21a61396-c2eb-4ea0-a458-c8f028fc9add,45-1058-1908051-61,Owner
2fac1bd4-f96e-41fe-815f-b2f7b72143db,44-8545-8132661-33,Owner
568084be-1677-444a-a369-9a3113cef788,81-3696-4846596-14,Owner
193bb09d-60a0-4d24-8df9-331d9ac21fa8,52-8909-0142888-23,Child
a7f80ff8-6e14-42e7-99c9-d0131079fff9,72-8408-3393430-74,Child
